LI-8200,CHAMBER,LI-8200,,LI-7810,LI-7810,LI-8200
106.636230,12.172570,101.530000,6835.060000,1.616310,1.156150,19
106.637210,13.111860,101.520000,6835.060000,1.635360,1.341520,19
106.638530,13.006940,101.520000,6835.060000,0.000000,0.000000,20
106.639530,14.195230,101.520000,6835.060000,2.063480,1.835530,20
106.640910,12.671950,101.520000,6835.060000,4.384310,2.677490,21
106.641900,13.219200,101.510000,6835.060000,2.576120,2.576120,21
106.643190,13.468850,101.510000,6835.060000,6.399760,1.787610,22
106.644180,13.479660,101.500000,6835.060000,3.050760,2.075990,22
106.645530,12.642180,101.510000,6835.060000,1.759440,1.759440,23
106.646520,12.512440,101.520000,6835.060000,2.207590,1.725820,23
106.648800,13.346100,101.500000,6835.060000,2.543430,2.122740,24
106.649780,14.055020,101.490000,6835.060000,2.401270,2.081150,24
106.651190,13.699910,101.480000,6835.060000,2.404730,0.851820,29
106.652190,14.541150,101.490000,6835.060000,2.010660,1.659010,29
106.658150,13.157700,101.480000,6835.060000,0.967000,0.837240,30
106.659130,13.421480,101.480000,6835.060000,1.489260,1.029300,30
106.660270,13.217520,101.460000,6835.060000,1.145260,0.934410,31
106.661250,13.504660,101.440000,6835.060000,1.222620,0.679310,31
106.662370,12.584100,101.480000,6835.060000,1.740450,1.523270,32
106.663370,13.075520,101.470000,6835.060000,1.609570,1.292840,32
106.665020,12.776300,101.470000,6835.060000,2.155250,1.579790,33
106.666010,13.069750,101.470000,6835.060000,2.470960,1.814070,33
106.667160,13.118590,101.460000,6835.060000,2.858180,2.048770,34
106.668150,13.602450,101.460000,6835.060000,2.515780,1.866310,34
106.669340,12.716370,101.470000,6835.060000,1.928100,1.572710,35
106.670340,13.232880,101.470000,6835.060000,2.535220,1.873950,35
106.671480,12.393000,101.470000,6835.060000,0.000000,0.000000,36
106.672470,12.268290,101.480000,6835.060000,1.695510,1.384090,36
106.673780,11.299710,101.490000,6835.060000,5.054220,0.979220,37
106.674770,11.634950,101.480000,6835.060000,1.205190,0.943860,37
106.675960,11.751740,101.480000,6835.060000,0.000000,0.000000,38
106.676960,12.022670,101.480000,6835.060000,1.809030,1.483900,38
106.678820,12.019670,101.480000,6835.060000,2.312620,1.612270,39
106.679810,11.775860,101.480000,6835.060000,1.198670,1.198670,39
106.681170,11.843380,101.470000,6835.060000,1.192280,1.192280,40
106.682160,11.874330,101.450000,6835.060000,1.001700,0.874560,40
106.683370,12.019100,101.470000,6835.060000,2.379530,2.264900,41
106.684360,12.253800,101.460000,6835.060000,0.000000,0.000000,41
106.685470,12.036070,101.460000,6835.060000,2.589430,2.439800,42
106.686460,12.129290,101.460000,6835.060000,2.965010,2.143990,42
106.687600,12.160350,101.460000,6835.060000,1.308130,0.962030,43
106.688600,12.071550,101.460000,6835.060000,1.267010,1.017580,43
106.690200,11.812080,101.480000,6835.060000,2.242130,1.840410,44
106.691180,12.273170,101.460000,6835.060000,2.048850,1.488530,44
106.692430,12.251000,101.460000,6835.060000,3.965530,2.482830,45
106.693410,12.360160,101.470000,6835.060000,0.000000,0.000000,45
106.694510,12.375360,101.450000,6835.060000,4.169430,3.568930,46
106.695510,12.429820,101.450000,6835.060000,4.105190,3.419540,46
106.696670,12.247360,101.440000,6835.060000,2.221620,1.719500,47
106.697650,12.289960,101.460000,6835.060000,1.985390,1.767420,47
106.698730,11.932190,101.470000,6835.060000,0.000000,0.000000,48
106.699720,12.005850,101.460000,6835.060000,2.899560,2.366240,48
106.701810,12.194100,101.450000,6835.060000,0.000000,0.000000,25
106.702800,12.267570,101.460000,6835.060000,2.592990,2.095740,25
106.704180,12.233490,101.460000,6835.060000,3.752600,0.932500,26
106.705160,12.811610,101.450000,6835.060000,1.736810,1.116680,26
106.706520,12.258040,101.450000,6835.060000,3.767600,1.972610,27
106.707500,12.406490,101.460000,6835.060000,2.272570,1.939000,27
106.709870,12.022930,101.460000,6835.060000,4.230470,2.462930,28
106.710860,12.385340,101.460000,6835.060000,5.088820,2.278880,28
